kind,method,url_path,file_path,referenced_by_count,references_sample,notes
"api","GET|POST","/api/pro/businesses/[businessId]/products","src/app/api/pro/businesses/[businessId]/products/route.ts","16","src/app/api/pro/businesses/[businessId]/products/route.ts:46:// GET /api/pro/businesses/{businessId}/products || src/app/api/pro/businesses/[businessId]/products/route.ts:78:// POST /api/pro/businesses/{businessId}/products || src/app/app/pro/[businessId]/stock/page.tsx:77:        fetchJson<{ items: Product[] }>(`/api/pro/businesses/${businessId}/products`, {}, controller.signal),",""
"api","GET|PATCH|DELETE","/api/pro/businesses/[businessId]/products/[productId]","src/app/api/pro/businesses/[businessId]/products/[productId]/route.ts","12","src/app/app/pro/[businessId]/stock/page.tsx:151:      const res = await fetchJson<null>(`/api/pro/businesses/${businessId}/products/${id}`, { method: 'DELETE' }); || src/app/app/pro/[businessId]/stock/[productId]/page.tsx:88:        fetchJson<{ product: Product }>(`/api/pro/businesses/${businessId}/products/${productId}`, {}, controller.signal), || src/app/app/pro/[businessId]/stock/[productId]/page.tsx:90:          `/api/pro/businesses/${businessId}/products/${productId}/movements`,",""
"api","GET|POST","/api/pro/businesses/[businessId]/products/[productId]/movements","src/app/api/pro/businesses/[businessId]/products/[productId]/movements/route.ts","6","src/app/app/pro/[businessId]/stock/[productId]/page.tsx:90:          `/api/pro/businesses/${businessId}/products/${productId}/movements`, || src/app/app/pro/[businessId]/stock/[productId]/page.tsx:144:        `/api/pro/businesses/${businessId}/products/${product.id}/movements`, || src/app/api/pro/businesses/[businessId]/products/[productId]/movements/route.ts:49:// GET /api/pro/businesses/{businessId}/products/{productId}/movements",""
"api","PATCH|DELETE","/api/pro/businesses/[businessId]/products/[productId]/movements/[movementId]","src/app/api/pro/businesses/[businessId]/products/[productId]/movements/[movementId]/route.ts","2","src/app/api/pro/businesses/[businessId]/products/[productId]/movements/[movementId]/route.ts:49:// PATCH /api/pro/businesses/{businessId}/products/{productId}/movements/{movementId} || src/app/api/pro/businesses/[businessId]/products/[productId]/movements/[movementId]/route.ts:215:// DELETE /api/pro/businesses/{businessId}/products/{productId}/movements/{movementId}",""
"api","GET|POST","/api/pro/businesses/[businessId]/projects","src/app/api/pro/businesses/[businessId]/projects/route.ts","17","src/components/pro/agenda/AgendaPage.tsx:69:          fetchJson<ProjectsResponse>(`/api/pro/businesses/${businessId}/projects?archived=false`, {}, controller.signal), || src/app/app/pro/ProHomeClient.tsx:226:              `/api/pro/businesses/${businessId}/projects?archived=false`, || src/app/app/pro/[businessId]/clients/[clientId]/page.tsx:128:            `/api/pro/businesses/${businessId}/projects?clientId=${clientId}&archived=false`,",""
"api","GET|PATCH|DELETE","/api/pro/businesses/[businessId]/projects/[projectId]","src/app/api/pro/businesses/[businessId]/projects/[projectId]/route.ts","12","src/app/api/pro/businesses/[businessId]/projects/[projectId]/services/route.ts:31:// GET /api/pro/businesses/{businessId}/projects/{projectId}/services || src/app/api/pro/businesses/[businessId]/projects/[projectId]/services/route.ts:87:// POST /api/pro/businesses/{businessId}/projects/{projectId}/services || src/app/api/pro/businesses/[businessId]/projects/[projectId]/services/[itemId]/route.ts:41:// PATCH /api/pro/businesses/{businessId}/projects/{projectId}/services/{itemId}",""
"api","POST","/api/pro/businesses/[businessId]/projects/[projectId]/archive","src/app/api/pro/businesses/[businessId]/projects/[projectId]/archive/route.ts","0","",""
"api","GET","/api/pro/businesses/[businessId]/projects/[projectId]/invoices","src/app/api/pro/businesses/[businessId]/projects/[projectId]/invoices/route.ts","1","src/app/api/pro/businesses/[businessId]/projects/[projectId]/invoices/route.ts:43:// GET /api/pro/businesses/{businessId}/projects/{projectId}/invoices",""
"api","GET","/api/pro/businesses/[businessId]/projects/[projectId]/pricing","src/app/api/pro/businesses/[businessId]/projects/[projectId]/pricing/route.ts","1","src/app/api/pro/businesses/[businessId]/projects/[projectId]/pricing/route.ts:45:// GET /api/pro/businesses/{businessId}/projects/{projectId}/pricing",""
"api","GET|POST","/api/pro/businesses/[businessId]/projects/[projectId]/quotes","src/app/api/pro/businesses/[businessId]/projects/[projectId]/quotes/route.ts","2","src/app/api/pro/businesses/[businessId]/projects/[projectId]/quotes/route.ts:96:// GET /api/pro/businesses/{businessId}/projects/{projectId}/quotes || src/app/api/pro/businesses/[businessId]/projects/[projectId]/quotes/route.ts:135:// POST /api/pro/businesses/{businessId}/projects/{projectId}/quotes",""
